,Tag,Zeit,Temp,Raum,Anzahl
7247,42,15.2353516,12.0,Küche 5. OG,0.0
7248,42,15.2370119,12.0,Küche 5. OG,0.0
7249,42,15.3203773,12.0,Küche 5. OG,0.0
7250,42,15.3240566,12.0,5C-15,0.0
7251,42,15.3258457,12.0,5C-15,0.0
7256,42,15.3358078,12.0,5C-15,0.0
7287,42,17.22858,12.0,5C-15,0.0
7290,42,17.2395172,12.0,4C-01.1,0.0
7291,42,17.2411785,12.0,4C-01.1,0.0
7292,42,17.2429047,12.0,4C-01.1,0.0
7293,42,17.2447262,12.0,4C-01.2,0.0
7294,42,17.24655,12.0,Flur 4. OG Übergang,0.0
7295,43,8.866146,12.0,Flur 4. OG Übergang,0.0
7296,43,8.867904,12.0,Flur 4. OG Übergang,0.0
7297,43,8.86959648,12.0,4C-01.2,0.0
7298,43,8.871387,12.0,4C-01.1,0.0
7299,43,8.873144,12.0,4C-01.1,0.0
7300,43,8.874837,12.0,4C-01.1,0.0
7301,43,8.87653,12.0,4C-01.1,0.0
7304,43,8.889388,12.0,5C-15,0.0
7328,43,11.4638672,12.0,5C-15,0.0
7329,43,11.4656248,12.0,Vorraum 5C-15,0.0
7330,43,11.4674149,12.0,5C-01.1,0.0
7335,43,11.4967117,12.0,5C-01.1,0.0
7336,43,11.5036135,12.0,Vorraum 5C-15,0.0
7337,43,11.50791,12.0,Vorraum 5C-15,0.0
7338,43,11.5096025,12.0,5C-01.1,0.0
7339,43,11.51136,12.0,Vorraum 5C-15,0.0
7340,43,11.5130863,12.0,Vorraum 5C-15,0.0
7341,43,11.5148115,12.0,Vorraum 5C-15,0.0
7361,43,12.06224,12.0,5C-15,0.0
7364,43,12.076334,12.0,4C-01.1,0.0
7365,43,12.07806,12.0,4C-01.1,0.0
7366,43,12.07972,12.0,4C-01.1,0.0
7367,43,12.0814133,12.0,Flur 4. OG Übergang,0.0
7368,43,12.0831051,12.0,Flur 4. OG Übergang,0.0
7369,43,12.146452,12.0,Flur 4. OG Übergang,0.0
7370,43,12.1481771,12.0,Flur 4. OG Übergang,0.0
7371,43,12.1499348,12.0,4C-01.2,0.0
7372,43,12.1517258,12.0,4C-01.1,0.0
7374,43,12.1552086,12.0,4C-01.1,0.0
7376,43,12.1657228,12.0,Vorraum 5C-15,0.0
7377,43,12.1677408,12.0,Vorraum 5C-15,0.0
7378,43,12.1694984,12.0,Vorraum 5C-15,0.0
7379,43,12.6070633,12.0,Vorraum 5C-15,0.0
7380,43,12.6087246,12.0,Vorraum 5C-15,0.0
7381,43,12.6104164,12.0,5C-15,0.0
7382,43,12.6121426,12.0,5C-15,0.0
7416,43,16.0177422,12.0,5C-15,0.0
7417,43,16.019434,12.0,Vorraum 5C-15,0.0
7418,43,16.02116,12.0,Vorraum 5C-15,0.0
7419,43,16.04121,12.0,Vorraum 5C-15,0.0
7420,43,16.0428715,12.0,Vorraum 5C-15,0.0
7421,43,16.0445633,12.0,5C-15,0.0
7422,43,16.0463867,12.0,5C-15,0.0
7482,43,16.3656578,12.0,5C-15,0.0
7483,43,16.3656578,12.0,5C-15,0.0
7484,43,16.3675117,12.0,Vorraum 5C-15,0.0
7485,43,16.3675117,12.0,Vorraum 5C-15,0.0
7486,43,16.3692055,12.0,5C-01.1,0.0
7487,43,16.3692055,12.0,5C-01.1,0.0
7492,43,16.397625,12.0,5C-01.1,0.0
7493,43,16.397625,12.0,5C-01.1,0.0
7494,43,16.3994141,12.0,Vorraum 5C-15,0.0
7495,43,16.3994141,12.0,Vorraum 5C-15,0.0
7498,43,16.402832,12.0,5C-15,0.0
7499,43,16.402832,12.0,5C-15,0.0
7513,43,16.86123,12.0,5C-15,0.0
7514,43,16.8629227,12.0,Vorraum 5C-15,0.0
7515,43,16.8646812,12.0,Vorraum 5C-15,0.0
7526,43,16.9144535,12.0,4C-01.1,0.0
7529,43,16.922884,12.0,5C-15,0.0
7530,43,16.92461,12.0,5C-15,0.0
7544,43,17.2809258,12.0,4C-01.1,0.0
7545,43,17.2827473,12.0,4C-01.1,0.0
7546,43,17.2844734,12.0,4C-01.1,0.0
7547,43,17.28623,12.0,4C-01.2,0.0
7548,43,17.2879562,12.0,Flur 4. OG Übergang,0.0
7549,46,8.890593,12.0,Flur 4. OG Übergang,0.0
7550,46,8.892415,12.0,Flur 4. OG Übergang,0.0
7551,46,8.894238,12.0,4C-01.2,0.0
7552,46,8.895899,12.0,4C-01.1,0.0
7553,46,8.897754,12.0,4C-01.1,0.0
7554,46,8.899577,12.0,4C-01.1,0.0
7557,46,8.90918,12.0,5C-15,0.0
7558,46,8.910872,12.0,5C-15,0.0
7589,46,10.8865891,12.0,5C-15,0.0
7590,46,10.8883133,12.0,Vorraum 5C-15,0.0
7591,46,10.890007,12.0,Vorraum 5C-15,0.0
7594,46,10.9185867,12.0,5C-01.1,0.0
7595,46,10.9207687,12.0,Vorraum 5C-15,0.0
7596,46,10.9224606,12.0,Vorraum 5C-15,0.0
7597,46,10.9241533,12.0,5C-15,0.0
7612,46,12.0407228,12.0,5C-15,0.0
7613,46,12.041048,12.0,5C-15,0.0
7614,46,12.0424156,12.0,5C-15,0.0
7615,46,12.0427408,12.0,Vorraum 5C-15,0.0
7616,46,12.044075,12.0,Vorraum 5C-15,0.0
7617,46,12.0444336,12.0,Vorraum 5C-15,0.0
7621,46,12.0543947,12.0,4C-01.1,0.0
7622,46,12.0547523,12.0,4C-01.1,0.0
7623,46,12.05612,12.0,4C-01.1,0.0
7624,46,12.0564785,12.0,4C-01.1,0.0
7626,46,12.0614262,12.0,Flur 4. OG Übergang,0.0
7627,46,12.0614262,12.0,Flur 4. OG Übergang,0.0
7628,46,12.6363926,12.0,Flur 4. OG Übergang,0.0
7629,46,12.638216,12.0,Flur 4. OG Übergang,0.0
7630,46,12.6399088,12.0,4C-01.2,0.0
7631,46,12.6416016,12.0,4C-01.1,0.0
7632,46,12.6432943,12.0,4C-01.1,0.0
7633,46,12.6449871,12.0,4C-01.1,0.0
7634,46,12.6467123,12.0,4C-01.1,0.0
7635,46,12.6559238,12.0,Vorraum 5C-15,0.0
7636,46,12.6577473,12.0,5C-15,0.0
7637,46,12.6594725,12.0,5C-15,0.0
7638,46,12.6611977,12.0,5C-15,0.0
7715,46,14.6390629,12.0,5C-15,0.0
7716,46,14.6408854,12.0,Vorraum 5C-15,0.0
7719,46,14.6519852,12.0,4C-01.1,0.0
7735,46,14.70153,12.0,4C-01.1,0.0
7737,46,14.7103519,12.0,5C-15,0.0
7738,46,14.7120762,12.0,5C-15,0.0
7820,46,15.7870121,12.0,5C-15,0.0
7821,46,15.7876625,12.0,5C-15,0.0
7822,46,15.7886715,12.0,Vorraum 5C-15,0.0
7823,46,15.7893553,12.0,Vorraum 5C-15,0.0
7824,46,15.7903652,12.0,Vorraum 5C-15,0.0
7825,46,15.791048,12.0,5C-01.1,0.0
7829,46,15.8189125,12.0,5C-01.1,0.0
7830,46,15.8197594,12.0,5C-01.1,0.0
7831,46,15.8206053,12.0,Vorraum 5C-15,0.0
7832,46,15.8214512,12.0,Vorraum 5C-15,0.0
7833,46,15.82233,12.0,5C-15,0.0
7834,46,15.82321,12.0,5C-15,0.0
7835,46,15.8240566,12.0,5C-15,0.0
7852,46,15.9880857,12.0,5C-15,0.0
7853,46,15.9897785,12.0,5C-15,0.0
7854,46,15.9914713,12.0,Küche 5. OG,0.0
7855,46,15.9931316,12.0,Küche 5. OG,0.0
7856,46,16.0131836,12.0,Küche 5. OG,0.0
7857,46,16.0148773,12.0,Küche 5. OG,0.0
7858,46,16.01657,12.0,5C-15,0.0
7859,46,16.018261,12.0,5C-15,0.0
7871,46,16.1046562,12.0,5C-15,0.0
7874,46,16.1151371,12.0,4C-01.1,0.0
7875,46,16.1168289,12.0,4C-01.1,0.0
7876,46,16.1184883,12.0,4C-01.1,0.0
7877,46,16.120182,12.0,4C-01.2,0.0
7878,46,16.1225586,12.0,Flur 4. OG Übergang,0.0
7879,46,16.1243477,12.0,4C-21,0.0
7880,46,16.1260414,12.0,4C-21,0.0
7881,46,16.1277351,12.0,Küche 4. OG,0.0
7882,46,16.1518555,12.0,Küche 4. OG,0.0
7883,46,16.15358,12.0,Küche 4. OG,0.0
7884,46,16.155241,12.0,4C-21,0.0
7886,46,16.1586914,12.0,Flur 4. OG Übergang,0.0
7888,46,16.1621418,12.0,4C-01.1,0.0
7889,46,16.1638336,12.0,4C-01.1,0.0
7890,46,16.1655922,12.0,4C-01.1,0.0
7893,46,16.1758785,12.0,5C-15,0.0
7905,46,17.1875973,12.0,5C-15,0.0
7906,46,17.1892586,12.0,Vorraum 5C-15,0.0
7909,46,17.1999664,12.0,4C-01.1,0.0
7910,46,17.20166,12.0,4C-01.1,0.0
7911,46,17.2033539,12.0,4C-01.1,0.0
7912,46,17.2051754,12.0,Flur 4. OG Übergang,0.0
7913,46,17.2068367,12.0,Flur 4. OG Übergang,0.0
7914,47,8.903906,12.0,Flur 4. OG Übergang,0.0
7915,47,8.907291,12.0,Flur 4. OG Übergang,0.0
7916,47,8.908984,12.0,4C-01.2,0.0
7917,47,8.910677,12.0,4C-01.1,0.0
7918,47,8.91237,12.0,4C-01.1,0.0
7919,47,8.91403,12.0,4C-01.1,0.0
7921,47,8.925716,12.0,Vorraum 5C-15,0.0
7922,47,8.927539,12.0,5C-15,0.0
7923,47,8.929264,12.0,5C-15,0.0
7924,47,8.93108749,12.0,5C-15,0.0
7955,47,11.9425783,12.0,5C-15,0.0
7956,47,11.9443684,12.0,Vorraum 5C-15,0.0
7957,47,11.9460936,12.0,5C-01.1,0.0
7960,47,11.9760742,12.0,Vorraum 5C-15,0.0
7961,47,11.9777994,12.0,Vorraum 5C-15,0.0
7962,47,11.9794922,12.0,Vorraum 5C-15,0.0
7963,47,11.981348,12.0,5C-15,0.0
7975,47,12.0397787,12.0,Vorraum 5C-15,0.0
7976,47,12.0414715,12.0,Vorraum 5C-15,0.0
7977,47,12.0695639,12.0,Vorraum 5C-15,0.0
7978,47,12.0712891,12.0,Vorraum 5C-15,0.0
7979,47,12.0730467,12.0,Vorraum 5C-15,0.0
7980,47,12.0747395,12.0,5C-15,0.0
7981,47,12.0764322,12.0,5C-15,0.0
7983,47,12.0850906,12.0,4C-01.1,0.0
7984,47,12.0867844,12.0,4C-01.1,0.0
7985,47,12.0902672,12.0,4C-01.2,0.0
7986,47,12.0919924,12.0,4C-01.2,0.0
7987,47,12.0936852,12.0,Flur 4. OG Übergang,0.0
7988,47,12.74987,12.0,Flur 4. OG Übergang,0.0
7989,47,12.751627,12.0,Flur 4. OG Übergang,0.0
7990,47,12.7533531,12.0,4C-01.2,0.0
7991,47,12.7551432,12.0,4C-01.1,0.0
7992,47,12.7569008,12.0,4C-01.1,0.0
7993,47,12.7585936,12.0,4C-01.1,0.0
7995,47,12.7708664,12.0,Vorraum 5C-15,0.0
7996,47,12.7726231,12.0,5C-15,0.0
7997,47,12.7743168,12.0,5C-15,0.0
8015,47,13.2384768,12.0,5C-15,0.0
8016,47,13.2384768,12.0,5C-15,0.0
8017,47,13.240983,12.0,5C-15,0.0
8018,47,13.240983,12.0,5C-15,0.0
8019,47,13.2485676,12.0,Küche 5. OG,0.0
8020,47,13.2485676,12.0,Küche 5. OG,0.0
8021,47,13.25205,12.0,Küche 5. OG,0.0
8022,47,13.25205,12.0,Küche 5. OG,0.0
8023,47,13.2537441,12.0,Küche 5. OG,0.0
8024,47,13.2537441,12.0,Küche 5. OG,0.0
8025,47,13.306673,12.0,Küche 5. OG,0.0
8026,47,13.3084316,12.0,Küche 5. OG,0.0
8027,47,13.3102207,12.0,5C-15,0.0
8028,47,13.3119144,12.0,5C-15,0.0
8040,47,13.5244465,12.0,5C-15,0.0
8041,47,13.52627,12.0,Vorraum 5C-15,0.0
8062,47,13.6023769,12.0,4C-01.1,0.0
8065,47,13.6153641,12.0,5C-15,0.0
8066,47,13.6170578,12.0,5C-15,0.0
8157,47,16.6023445,12.0,5C-15,0.0
8158,47,16.6041012,12.0,Vorraum 5C-15,0.0
8161,47,16.6145172,12.0,4C-01.1,0.0
8162,47,16.61634,12.0,4C-01.1,0.0
8163,47,16.6180344,12.0,4C-01.1,0.0
8164,47,16.6196938,12.0,Flur 4. OG Übergang,0.0
8165,47,16.6213531,12.0,Flur 4. OG Übergang,0.0
8166,47,16.6422539,12.0,Flur 4. OG Übergang,0.0
8167,47,16.644043,12.0,Flur 4. OG Übergang,0.0
8168,47,16.6458664,12.0,4C-01.2,0.0
8169,47,16.6475582,12.0,4C-01.1,0.0
8171,47,16.6509113,12.0,4C-01.1,0.0
8172,47,16.6526031,12.0,4C-01.1,0.0
8174,47,16.6611977,12.0,Vorraum 5C-15,0.0
8175,47,16.6628571,12.0,5C-15,0.0
8187,47,16.8413086,12.0,5C-15,0.0
8188,47,16.8430023,12.0,Vorraum 5C-15,0.0
8189,47,16.8448563,12.0,5C-01.1,0.0
8192,47,16.8735676,12.0,5C-01.1,0.0
8193,47,16.8752289,12.0,Vorraum 5C-15,0.0
8194,47,16.8770828,12.0,5C-15,0.0
8195,47,16.8787422,12.0,5C-15,0.0
8207,47,17.12985,12.0,5C-15,0.0
8210,47,17.14157,12.0,4C-01.1,0.0
8211,47,17.1433258,12.0,4C-01.1,0.0
8212,47,17.14502,12.0,4C-01.1,0.0
8213,47,17.146843,12.0,4C-01.2,0.0
8214,47,17.1485023,12.0,Flur 4. OG Übergang,0.0
8215,48,8.906901,12.0,Flur 4. OG Übergang,0.0
8216,48,8.908594,12.0,Flur 4. OG Übergang,0.0
8217,48,8.910352,12.0,4C-01.2,0.0
8219,48,8.913737,12.0,4C-01.1,0.0
8220,48,8.91546249,12.0,4C-01.1,0.0
8221,48,8.917155,12.0,4C-01.1,0.0
8224,48,8.927343,12.0,5C-15,0.0
8253,48,11.4631834,12.0,5C-15,0.0
8254,48,11.4649086,12.0,Vorraum 5C-15,0.0
8255,48,11.4666672,12.0,Vorraum 5C-15,0.0
8259,48,11.5071287,12.0,Küche 5. OG,0.0
8260,48,11.5101242,12.0,Vorraum 5C-15,0.0
8261,48,11.5119467,12.0,5C-15,0.0
8273,48,12.0930338,12.0,5C-15,0.0
8274,48,12.0947914,12.0,Vorraum 5C-15,0.0
8275,48,12.0949869,12.0,Vorraum 5C-15,0.0
8276,48,12.0965176,12.0,Vorraum 5C-15,0.0
8277,48,12.09668,12.0,Vorraum 5C-15,0.0
8278,48,12.09834,12.0,Vorraum 5C-15,0.0
8279,48,12.09834,12.0,Vorraum 5C-15,0.0
8280,48,12.1000652,12.0,5C-01.1,0.0
8281,48,12.1000652,12.0,5C-01.1,0.0
8282,48,12.70817,12.0,Vorraum 5C-15,0.0
8283,48,12.7098961,12.0,Vorraum 5C-15,0.0
8284,48,12.7117186,12.0,5C-15,0.0
8321,48,13.3804035,12.0,5C-15,0.0
8322,48,13.3820963,12.0,5C-15,0.0
8323,48,13.3837891,12.0,5C-15,0.0
8324,48,13.3854818,12.0,Küche 5. OG,0.0
8325,48,13.4066734,12.0,Küche 5. OG,0.0
8326,48,13.4084311,12.0,Küche 5. OG,0.0
8327,48,13.4101563,12.0,5C-15,0.0
8328,48,13.4118814,12.0,5C-15,0.0
8361,48,16.365202,12.0,5C-15,0.0
8362,48,16.3670235,12.0,Vorraum 5C-15,0.0
8363,48,16.3687172,12.0,5C-01.1,0.0
8365,48,16.3897457,12.0,5C-01.1,0.0
8366,48,16.3914375,12.0,Vorraum 5C-15,0.0
8367,48,16.3931637,12.0,5C-15,0.0
8368,48,16.3938484,12.0,5C-15,0.0
8369,48,16.3949223,12.0,5C-15,0.0
8385,48,16.9567719,12.0,5C-15,0.0
8386,48,16.9585285,12.0,Vorraum 5C-15,0.0
8387,48,16.96022,12.0,Vorraum 5C-15,0.0
8389,48,16.9690742,12.0,4C-01.1,0.0
8390,48,16.9741535,12.0,4C-01.1,0.0
8391,48,16.9769859,12.0,4C-01.1,0.0
8392,48,16.97871,12.0,4C-01.1,0.0
8393,48,16.9810543,12.0,4C-01.1,0.0
8394,48,16.9827461,12.0,4C-01.2,0.0
8396,48,16.9861,12.0,Flur 4. OG Übergang,0.0
8397,48,16.9878578,12.0,4C-21,0.0
8398,48,16.9895172,12.0,4C-21,0.0
8399,48,17.0089531,12.0,Küche 4. OG,0.0
8400,48,17.011198,12.0,Küche 4. OG,0.0
8401,48,17.0129242,12.0,4C-21,0.0
8402,48,17.0151043,12.0,4C-21,0.0
8403,48,17.0208321,12.0,4C-01.1,0.0
8404,48,17.0225582,12.0,4C-01.1,0.0
8405,48,17.02422,12.0,4C-01.1,0.0
8406,48,17.0260086,12.0,4C-01.1,0.0
8409,48,17.0362625,12.0,5C-15,0.0
8410,48,17.0380535,12.0,5C-15,0.0
8441,48,17.6167641,12.0,5C-15,0.0
8442,48,17.6185551,12.0,Vorraum 5C-15,0.0
8448,48,17.6339188,12.0,4C-01.1,0.0
8449,48,17.6355782,12.0,4C-01.1,0.0
8450,48,17.6372719,12.0,4C-01.2,0.0
8451,48,17.6389961,12.0,Flur 4. OG Übergang,0.0
8452,48,17.64069,12.0,Flur 4. OG Übergang,0.0
8453,51,8.881022,12.0,Flur 4. OG Übergang,0.0
8454,51,8.882715,12.0,Flur 4. OG Übergang,0.0
8455,51,8.884408,12.0,4C-01.2,0.0
8456,51,8.886067,12.0,4C-01.1,0.0
8457,51,8.88776,12.0,4C-01.1,0.0
8458,51,8.889584,12.0,4C-01.1,0.0
8459,51,8.891244,12.0,4C-01.1,0.0
8461,51,8.903744,12.0,Vorraum 5C-15,0.0
8462,51,8.905404,12.0,5C-15,0.0
8474,51,9.882129,12.0,5C-15,0.0
8475,51,9.883886,12.0,Vorraum 5C-15,0.0
8476,51,9.88561249,12.0,5C-01.1,0.0
8479,51,9.915527,12.0,5C-01.1,0.0
8480,51,9.91722,12.0,Vorraum 5C-15,0.0
8481,51,9.91901,12.0,5C-15,0.0
8482,51,9.920769,12.0,5C-15,0.0
8493,51,11.0953779,12.0,5C-15,0.0
8494,51,11.0970383,12.0,Vorraum 5C-15,0.0
8495,51,11.09873,12.0,Vorraum 5C-15,0.0
8496,51,11.1266279,12.0,Vorraum 5C-15,0.0
8497,51,11.1283207,12.0,Vorraum 5C-15,0.0
8498,51,11.1300125,12.0,5C-15,0.0
8499,51,11.1318035,12.0,5C-15,0.0
8510,51,12.0190754,12.0,5C-15,0.0
8513,51,12.0317383,12.0,4C-01.1,0.0
8514,51,12.0334635,12.0,4C-01.1,0.0
8515,51,12.0351563,12.0,4C-01.2,0.0
8516,51,12.0368166,12.0,Flur 4. OG Übergang,0.0
8517,51,12.0386066,12.0,Flur 4. OG Übergang,0.0
8518,51,12.0776043,12.0,Flur 4. OG Übergang,0.0
8519,51,12.0793295,12.0,Flur 4. OG Übergang,0.0
8520,51,12.0810547,12.0,4C-01.2,0.0
8521,51,12.0828123,12.0,4C-01.1,0.0
8522,51,12.0845051,12.0,4C-01.1,0.0
8523,51,12.0861979,12.0,4C-01.1,0.0
8526,51,12.0964518,12.0,Vorraum 5C-15,0.0
8527,51,12.1014977,12.0,Vorraum 5C-15,0.0
8528,51,12.6945314,12.0,Vorraum 5C-15,0.0
8529,51,12.6965818,12.0,Vorraum 5C-15,0.0
8530,51,12.7004881,12.0,5C-15,0.0
8560,51,13.1113281,12.0,5C-15,0.0
8561,51,13.1131191,12.0,Vorraum 5C-15,0.0
8581,51,13.1763992,12.0,5C-15,0.0
8582,51,13.1780605,12.0,5C-15,0.0
8600,51,14.7851238,12.0,5C-15,0.0
8601,51,14.7869473,12.0,Vorraum 5C-15,0.0
8602,51,14.78877,12.0,5C-01.1,0.0
8605,51,14.81748,12.0,5C-01.1,0.0
8606,51,14.8192387,12.0,Vorraum 5C-15,0.0
8607,51,14.8208981,12.0,Vorraum 5C-15,0.0
8608,51,14.8225918,12.0,5C-15,0.0
8619,51,16.04261,12.0,5C-15,0.0
8620,51,16.04427,12.0,5C-15,0.0
8621,51,16.0459633,12.0,Küche 5. OG,0.0
8622,51,16.0476875,12.0,Küche 5. OG,0.0
8623,51,16.0674152,12.0,Küche 5. OG,0.0
8624,51,16.0692062,12.0,Küche 5. OG,0.0
8625,51,16.07106,12.0,5C-15,0.0
8626,51,16.0728512,12.0,5C-15,0.0
8638,51,17.07373,12.0,5C-15,0.0
8639,51,17.0754547,12.0,Vorraum 5C-15,0.0
8660,51,17.14157,12.0,5C-15,0.0
8661,51,17.143261,12.0,5C-15,0.0
8683,51,17.4290352,12.0,4C-01.1,0.0
8684,51,17.4306965,12.0,4C-01.1,0.0
8685,51,17.4323883,12.0,4C-01.1,0.0
8686,51,17.434082,12.0,4C-01.2,0.0
8687,51,17.4357414,12.0,Flur 4. OG Übergang,0.0
8688,52,8.850749,12.0,Flur 4. OG Übergang,0.0
8689,52,8.85257149,12.0,Flur 4. OG Übergang,0.0
8690,52,8.854232,12.0,4C-01.2,0.0
8691,52,8.855925,12.0,4C-01.1,0.0
8692,52,8.857617,12.0,4C-01.1,0.0
8693,52,8.859375,12.0,4C-01.1,0.0
8694,52,8.861035,12.0,4C-01.1,0.0
8697,52,8.871224,12.0,5C-15,0.0
8710,52,10.7485676,12.0,5C-15,0.0
8711,52,10.75026,12.0,5C-15,0.0
8712,52,10.7519855,12.0,Küche 5. OG,0.0
8713,52,10.7536783,12.0,Küche 5. OG,0.0
8714,52,10.82819,12.0,Küche 5. OG,0.0
8715,52,10.8299484,12.0,Küche 5. OG,0.0
8716,52,10.83164,12.0,5C-15,0.0
8717,52,10.8333006,12.0,5C-15,0.0
8729,52,11.4794273,12.0,5C-15,0.0
8730,52,11.4810867,12.0,Vorraum 5C-15,0.0
8731,52,11.48278,12.0,5C-01.1,0.0
8734,52,11.51136,12.0,5C-01.1,0.0
8735,52,11.5130205,12.0,Vorraum 5C-15,0.0
8736,52,11.5147133,12.0,Vorraum 5C-15,0.0
8737,52,11.5165043,12.0,5C-15,0.0
8738,52,11.5181961,12.0,5C-15,0.0
8750,52,12.0527668,12.0,5C-15,0.0
8751,52,12.0535488,12.0,5C-15,0.0
8752,52,12.05459,12.0,5C-15,0.0
8753,52,12.0552731,12.0,5C-15,0.0
8758,52,12.0684242,12.0,4C-01.1,0.0
8759,52,12.0684242,12.0,4C-01.1,0.0
8760,52,12.070117,12.0,4C-01.1,0.0
8761,52,12.070117,12.0,4C-01.1,0.0
8762,52,12.0718422,12.0,4C-01.2,0.0
8763,52,12.0718422,12.0,4C-01.2,0.0
8764,52,12.0736008,12.0,Flur 4. OG Übergang,0.0
8765,52,12.0736008,12.0,Flur 4. OG Übergang,0.0
8766,52,12.0785809,12.0,Flur 4. OG Übergang,0.0
8767,52,12.0785809,12.0,Flur 4. OG Übergang,0.0
8768,52,12.6133461,12.0,Flur 4. OG Übergang,0.0
8769,52,12.6150389,12.0,Flur 4. OG Übergang,0.0
8770,52,12.6167641,12.0,4C-01.2,0.0
8772,52,12.62015,12.0,4C-01.1,0.0
8773,52,12.6218748,12.0,4C-01.1,0.0
8774,52,12.6236,12.0,4C-01.1,0.0
8776,52,12.6320963,12.0,Vorraum 5C-15,0.0
8777,52,12.6338215,12.0,5C-15,0.0
8826,52,14.781641,12.0,5C-15,0.0
8827,52,14.7833328,12.0,5C-15,0.0
8828,52,14.785059,12.0,5C-15,0.0
8829,52,14.7867508,12.0,Küche 5. OG,0.0
8830,52,14.811882,12.0,Küche 5. OG,0.0
8831,52,14.8135738,12.0,Küche 5. OG,0.0
8832,52,14.8152676,12.0,5C-15,0.0
8833,52,14.8169918,12.0,5C-15,0.0
8834,52,14.8186522,12.0,5C-15,0.0
8844,52,15.8144855,12.0,5C-15,0.0
8845,52,15.8162441,12.0,Vorraum 5C-15,0.0
8866,52,15.8818035,12.0,5C-15,0.0
8867,52,15.8834963,12.0,5C-15,0.0
8877,52,16.3778973,12.0,5C-15,0.0
8878,52,16.3815765,12.0,Vorraum 5C-15,0.0
8879,52,16.3832684,12.0,Vorraum 5C-15,0.0
8880,52,16.38509,12.0,Vorraum 5C-15,0.0
8881,52,16.386816,12.0,5C-01.1,0.0
8884,52,16.4154625,12.0,5C-01.1,0.0
8885,52,16.4171562,12.0,Vorraum 5C-15,0.0
8886,52,16.418848,12.0,5C-15,0.0
8887,52,16.42054,12.0,5C-15,0.0
8899,52,16.608757,12.0,5C-15,0.0
8900,52,16.6104164,12.0,5C-15,0.0
8901,52,16.61211,12.0,5C-15,0.0
8902,52,16.61377,12.0,Küche 5. OG,0.0
8903,52,16.6333332,12.0,Küche 5. OG,0.0
8904,52,16.63506,12.0,Küche 5. OG,0.0
8905,52,16.6367836,12.0,5C-15,0.0
8906,52,16.6384773,12.0,5C-15,0.0
8961,52,17.5431328,12.0,5C-15,0.0
8964,52,17.5535164,12.0,4C-01.1,0.0
8965,52,17.55534,12.0,4C-01.1,0.0
8966,52,17.5570316,12.0,4C-01.1,0.0
8967,52,17.5588531,12.0,4C-01.2,0.0
8968,52,17.5605469,12.0,Flur 4. OG Übergang,0.0
8969,53,8.85446,12.0,Flur 4. OG Übergang,0.0
8970,53,8.856217,12.0,Flur 4. OG Übergang,0.0
8971,53,8.85791,12.0,4C-01.2,0.0
8972,53,8.859635,12.0,4C-01.1,0.0
8973,53,8.861361,12.0,4C-01.1,0.0
8974,53,8.863184,12.0,4C-01.1,0.0
8976,53,8.872916,12.0,Vorraum 5C-15,0.0
8977,53,8.874609,12.0,5C-15,0.0
9010,53,12.0988932,12.0,5C-15,0.0
9011,53,12.1006508,12.0,Vorraum 5C-15,0.0
9014,53,12.1109371,12.0,4C-01.1,0.0
9015,53,12.1126633,12.0,4C-01.1,0.0
9016,53,12.11442,12.0,4C-01.1,0.0
9017,53,12.1161461,12.0,Flur 4. OG Übergang,0.0
9018,53,12.1179361,12.0,Flur 4. OG Übergang,0.0
9019,53,12.6978836,12.0,Flur 4. OG Übergang,0.0
9020,53,12.6996746,12.0,Flur 4. OG Übergang,0.0
9021,53,12.7014322,12.0,4C-01.2,0.0
9023,53,12.7067709,12.0,4C-01.1,0.0
9024,53,12.7085285,12.0,4C-01.1,0.0
9025,53,12.7102537,12.0,4C-01.1,0.0
9026,53,12.7119789,12.0,4C-01.1,0.0
9029,53,12.7222977,12.0,5C-15,0.0
9040,53,12.7697592,12.0,5C-15,0.0
9041,53,12.7715492,12.0,Vorraum 5C-15,0.0
9042,53,12.7732754,12.0,5C-01.1,0.0
9044,53,12.8000975,12.0,5C-01.1,0.0
9045,53,12.80179,12.0,Vorraum 5C-15,0.0
9046,53,12.8035154,12.0,Vorraum 5C-15,0.0
9047,53,12.8052406,12.0,5C-15,0.0
9079,53,13.8868484,12.0,5C-15,0.0
9080,53,13.8886395,12.0,5C-15,0.0
9081,53,13.8904953,12.0,Küche 5. OG,0.0
9082,53,13.9484377,12.0,Küche 5. OG,0.0
9083,53,13.95013,12.0,Küche 5. OG,0.0
9084,53,13.9518557,12.0,5C-15,0.0
9085,53,13.953516,12.0,5C-15,0.0
9086,53,13.9552078,12.0,5C-15,0.0
9097,53,17.08304,12.0,5C-15,0.0
9098,53,17.0847664,12.0,Vorraum 5C-15,0.0
9101,53,17.09645,12.0,4C-01.1,0.0
9102,53,17.0981121,12.0,4C-01.1,0.0
9103,53,17.0998039,12.0,4C-01.1,0.0
9104,53,17.1018219,12.0,Flur 4. OG Übergang,0.0
9106,56,8.855989,12.0,Flur 4. OG Übergang,0.0
9107,56,8.860482,12.0,Flur 4. OG Übergang,0.0
9108,56,8.86224,12.0,4C-01.2,0.0
9109,56,8.863933,12.0,4C-01.1,0.0
9110,56,8.865625,12.0,4C-01.1,0.0
9111,56,8.867383,12.0,4C-01.1,0.0
9113,56,8.875912,12.0,Vorraum 5C-15,0.0
9114,56,8.87760448,12.0,5C-15,0.0
